【快递/小包.xlsx】,,,,,,,,,,,,,,,,,
工作号,发货仓库,公司名,货量,创建时间,取件日期(E),派送日期(E),包装件数,重量,体积,材积,货物品名,业务员,签收方式,签出/出仓时间,销售额,货值,CTN/MAWB#
KD23102385235,8828 Houston,Shea Dacus,T12V140-100-BASIC-4-A100 X 1; 13.780KGS 0.029869CBM,2023-10-17 01:25:42,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,13.78,0.0299,13.78, TB 12.8V 140AH,客服2 ,,2023-10-17 07:45:31,,USD300.00,
KD23102385234,8828 Houston,Alex Morris,T12V100-100-PRO-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:25:40,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, TB 12.8V100AH Pro,客服2 ,,2023-10-17 07:34:48,,USD218.00,
KD23102385233,3270,loren knowlton,T24V100-100 X 2; 43.600KGS 0.104372CBM,2023-10-17 01:25:01,2023-10-16 23:00:00,2023-10-23 23:00:00,2.00,43.60,0.1044,43.60, TB 25.6V100AH(160壳体),客服2 ,,2023-10-17 09:46:52,,USD732.00,
KD23102385231,3270,Evgueni Agoureev,T12V200-200 X 1; 22.040KGS 0.052186CBM,2023-10-17 01:25:00,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,22.04,0.0522,22.04, TB 12.8V200AHPlus(160壳),客服2 ,,2023-10-17 09:46:53,,USD491.00,
KD23102385232,3270,Qiyan Sun,T12V200-200 X 1; 22.040KGS 0.052186CBM,2023-10-17 01:25:00,2023-10-16 23:00:00,2023-10-23 23:00:00,1.00,22.04,0.0522,22.04, TB 12.8V200AHPlus(160壳),客服2 ,,2023-10-17 09:46:52,,USD491.00,
KD23102385230,3270,Milan Anderson,T12V200-200 X 1; 22.040KGS 0.052186CBM,2023-10-17 01:24:59,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,22.04,0.0522,22.04, TB 12.8V200AHPlus(160壳),客服2 ,,2023-10-17 09:46:55,,USD491.00,
KD23102385229,3270,jacques pierre louis,T24V100-100 X 1; 21.800KGS 0.052186CBM,2023-10-17 01:24:57,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,21.80,0.0522,21.80, TB 25.6V100AH(160壳体),客服2 ,,2023-10-17 09:47:01,,USD366.00,
KD23102385228,3270,Wild West Appliance Repair,T12V200-200 X 1; 22.040KGS 0.052186CBM,2023-10-17 01:24:56,2023-10-16 23:00:00,2023-10-20 23:00:00,1.00,22.04,0.0522,22.04, TB 12.8V200AHPlus(160壳),客服2 ,,2023-10-17 09:47:05,,USD491.00,
KD23102385227,3270,Brian Boldon,T24V100-100 X 2; 43.600KGS 0.104372CBM,2023-10-17 01:24:54,2023-10-16 23:00:00,2023-10-19 23:00:00,2.00,43.60,0.1044,43.60, TB 25.6V100AH(160壳体),客服2 ,,2023-10-17 09:46:54,,USD732.00,
KD23102385226,3270,Matt Chacon,T12V200-200 X 1; 22.040KGS 0.052186CBM,2023-10-17 01:24:52,2023-10-16 23:00:00,2023-10-26 23:00:00,1.00,22.04,0.0522,22.04, TB 12.8V200AHPlus(160壳),客服2 ,,2023-10-17 09:46:52,,USD491.00,
KD23102385225,WNT485,Roger Robison,T12V100-100-PRO-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:22:41,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, TB 12.8V100AH Pro,客服2 ,,2023-10-17 09:07:59,,USD218.00,
KD23102385224,WNT485,Michael Leclaire,T12V100-100-PRO-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:22:40,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, TB 12.8V100AH Pro,客服2 ,,2023-10-17 09:08:00,,USD218.00,
KD23102385223,WNT485,Tom Holdych,T12V400-250-BASIC-8-A250FX X 1; 38.000KGS 0.058905CBM,2023-10-17 01:22:39,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,38.00,0.0589,38.00, TB 12.8V 400AH,客服2 ,,2023-10-17 09:48:52,,USD725.00,
KD23102385222,WNT485,Efren Luna,T12V100-100-PRO-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:22:37,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,10.80,0.0299,10.80, TB 12.8V100AH Pro,客服2 ,,2023-10-17 09:08:06,,USD218.00,
KD23102385221,WNT485,Jimi Lemasters,T12V100-100-PRO-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:22:35,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, TB 12.8V100AH Pro,客服2 ,,2023-10-17 09:08:00,,USD218.00,
KD23102385220,WNT485,Jimi Lemasters,T12V100-100-PRO-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:22:34,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, TB 12.8V100AH Pro,客服2 ,,2023-10-17 09:07:58,,USD218.00,
KD23102385219,WNT485,Phillip Hoelter,T12V100-100-PRO-4-A100 X 8; 86.400KGS 0.238952CBM,2023-10-17 01:22:29,2023-10-16 23:00:00,2023-10-19 23:00:00,8.00,86.40,0.239,86.40, TB 12.8V100AH Pro,客服2 ,,2023-10-17 09:07:59,,USD1744.00,
KD23102385218,WNT485,Jesus perez,T12V100-100-PRO-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:22:27,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, TB 12.8V100AH Pro,客服2 ,,2023-10-17 09:07:58,,USD218.00,
KD23102385217,WNT485,Amber Barnes,T12V230-150-BASIC-4-A150 X 1; 21.810KGS 0.047139CBM,2023-10-17 01:22:26,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,21.81,0.0471,21.81, TB 12.8V230AH,客服2 ,,2023-10-17 08:54:39,,USD385.00,
KD23102385216,PDX,Sarah Lefers,A-P12V100-100-PREM-16-A60 X 1; 9.850KGS 0.024462CBM,2023-10-17 01:17:28,2023-10-16 23:00:00,2023-10-23 23:00:00,1.00,9.85,0.0245,9.85, PQ 12.8V 100AH Prem,客服2 ,,2023-10-17 12:25:36,,USD218.00,
KD23102385215,8828 Houston,Richard M. Brankel Jr.,P12V100-100-BASIC-4-A100 X 1; 11.000KGS 0.029869CBM,2023-10-17 01:16:51,2023-10-16 23:00:00,2023-10-20 23:00:00,1.00,11.00,0.0299,11.00, PQ12.8V 100AH,客服2 ,,2023-10-17 08:04:31,,USD218.00,
KD23102385214,WNT485,Adam Ray Brister,P12V410-250 X 2; 76.000KGS 0.117810CBM,2023-10-17 01:16:40,2023-10-16 23:00:00,2023-10-19 23:00:00,2.00,76.00,0.1178,76.00, PQ12.8V 410AH,客服2 ,,2023-10-17 09:43:40,,USD674.00,
KD23102385212,8828 Houston,Stella Shek,P12V100-100-PREM-16-A60 X 2; 19.700KGS 0.048924CBM,2023-10-17 01:16:38,2023-10-16 23:00:00,2023-10-18 23:00:00,2.00,19.70,0.0489,19.70, PQ 12.8V 100AH Prem,客服2 ,,2023-10-17 07:45:27,,USD436.00,
KD23102385213,WNT485,DAWN RAAB,P12V200-200-PLUS-8-A160 X 3; 66.120KGS 0.156558CBM,2023-10-17 01:16:38,2023-10-16 23:00:00,2023-10-19 23:00:00,3.00,66.12,0.1566,66.12, PQ 12.8V200AHPlus(160壳体）,客服2 ,,2023-10-17 09:20:46,,USD1206.00,
KD23102385211,3270,Donald G. Davidson,P12V100-100-PREM-16-A60 X 3; 29.550KGS 0.073386CBM,2023-10-17 01:16:35,2023-10-16 23:00:00,2023-10-18 23:00:00,3.00,29.55,0.0734,29.55, PQ 12.8V 100AH Prem,客服2 ,,2023-10-17 09:46:54,,USD654.00,
KD23102385210,8828 Houston,connie jenniges,P12V100-100-PREM-16-A60 X 1; 9.850KGS 0.024462CBM,2023-10-17 01:16:33,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,9.85,0.0245,9.85, PQ 12.8V 100AH Prem,客服2 ,,2023-10-17 07:45:27,,USD218.00,
KD23102385209,8828 Houston,Michael Murphy,L12V50-50-BASIC-4-A38 X 2; 12.600KGS 0.025806CBM,2023-10-17 01:15:44,2023-10-16 23:00:00,2023-10-19 23:00:00,2.00,12.60,0.0258,12.60, LT 12V 50Ah,客服2 ,,2023-10-17 08:04:29,,USD238.00,
KD23102385208,WNT485,Jamie Reedholm,P12V100-100-BASIC-4-A100 X 2; 22.000KGS 0.059738CBM,2023-10-17 01:14:43,2023-10-16 23:00:00,2023-10-19 23:00:00,2.00,22.00,0.0597,22.00, PQ12.8V 100AH,客服2 ,,2023-10-17 09:08:06,,USD436.00,
KD23102385207,8828 Houston,James K. Cox,P12V100-100-BASIC-4-A100 X 1; 11.000KGS 0.029869CBM,2023-10-17 01:14:25,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,11.00,0.0299,11.00, PQ12.8V 100AH,客服2 ,,2023-10-17 08:04:25,,USD218.00,
KD23102385206,8828 Houston,Jordan Tatum,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-17 01:14:23,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-17 07:45:27,,USD218.00,
KD23102385205,8828 Houston,Robert D. Morgan,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:14:21,2023-10-16 23:00:00,2023-10-20 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 07:09:02,,USD218.00,
KD23102385203,WNT485,Thomas Locke,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-17 01:13:37,2023-10-16 23:00:00,2023-10-20 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-17 09:20:42,,USD218.00,
KD23102385204,WNT485,Bruce Bergstrom II,L51.2V60-120-GC-48-A200 X 1; 26.400KGS 0.056228CBM,2023-10-17 01:13:37,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,26.40,0.0562,26.40, LT 51.2V 60AH,客服2 ,,2023-10-17 08:54:33,,USD300.00,
KD23102385202,WNT485,selim gurun,L12V100-100-TM-4-A100 X 1; 11.000KGS 0.029869CBM,2023-10-17 01:13:34,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,11.00,0.0299,11.00, LT 12V 100AH TM,客服2 ,,2023-10-17 08:54:35,,USD218.00,
KD23102385201,3270,Kirk Pristas,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-17 01:13:23,2023-10-16 23:00:00,2023-10-17 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-17 09:46:52,,USD218.00,
KD23102385199,8828 Houston,Michael Yates,L12V100-100-BASIC-4-A100 X 3; 32.400KGS 0.089607CBM,2023-10-17 01:13:22,2023-10-16 23:00:00,2023-10-18 23:00:00,3.00,32.40,0.0896,32.40, LT 12V100AH,客服2 ,,2023-10-17 07:09:06,,USD654.00,
KD23102385200,8828 Houston,john m milner,L24V20A-BCHA-A X 1; 1.600KGS 0.002574CBM,2023-10-17 01:13:22,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,1.60,0.0026,1.60, LT 29.2V 20A,客服2 ,,2023-10-17 08:04:36,,USD100.00,
KD23102385198,3270,David Young,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:13:20,2023-10-16 23:00:00,2023-10-17 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:46:58,,USD218.00,
KD23102385197,WNT485,Les Carter,L12V100-100-MINI-16-A60 X 2; 19.600KGS 0.048924CBM,2023-10-17 01:13:19,2023-10-16 23:00:00,2023-10-19 23:00:00,2.00,19.60,0.0489,19.60, LT 12V 100AH mini,客服2 ,,2023-10-17 09:20:44,,USD436.00,
KD23102385196,8828 Houston,DAVID CONNELL,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:13:17,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 07:09:03,,USD218.00,
KD23102385195,WNT485,Susan & Ron Sabo-Kadechka,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:13:16,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:29:44,,USD218.00,
KD23102385194,8828 Houston,Melisa Perez,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:13:11,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 07:09:04,,USD218.00,
KD23102385193,8828 Houston,Preston bell,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-17 01:13:10,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-17 07:45:25,,USD218.00,
KD23102385192,WNT485,Anita Magdaleno,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:13:08,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:29:39,,USD218.00,
KD23102385191,3270,Ethnie Stubbs,L12V100-100-BASIC-4-A100 X 8; 86.4KGS 0.239CBM,2023-10-17 01:11:45,2023-10-16 23:00:00,2023-10-19 23:00:00,8.00,86.40,0.239,86.40, LT 12V100AH,客服2 ,2,2023-10-17 09:46:56,,USD1744.00,
KD23102385190,3270,Eduardo Mancinelli,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:11:44,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:46:57,,USD218.00,
KD23102385188,3270,Thomas Hunter,L12V100-100-BASIC-4-A100 X 3; 32.400KGS 0.089607CBM,2023-10-17 01:11:43,2023-10-16 23:00:00,2023-10-18 23:00:00,3.00,32.40,0.0896,32.40, LT 12V100AH,客服2 ,,2023-10-17 09:47:06,,USD654.00,
KD23102385189,3270,David Sawler,L48V60A-MPPT-BT-E X 1; 4.930KGS 0.012867CBM,2023-10-17 01:11:43,2023-10-16 23:00:00,2023-10-20 23:00:00,1.00,4.93,0.0129,4.93, MPPT LT 48V60A,客服2 ,,2023-10-17 09:47:01,,USD100.00,
KD23102385187,3270,GEORGE CARRAZANA,L12V3KW-E X 1; 6.390KGS 0.028126CBM,2023-10-17 01:11:41,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,6.39,0.0281,6.39, LT 逆变器3KW,客服2 ,,2023-10-17 09:47:02,,USD100.00,
KD23102385186,3270,April Martinez,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-17 01:11:40,2023-10-16 23:00:00,2023-10-21 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-17 09:47:04,,USD436.00,
KD23102385185,3270,Rickey Gilbert,L12V100-100-MINI-16-A60 X 2; 19.600KGS 0.048924CBM,2023-10-17 01:11:39,2023-10-16 23:00:00,2023-10-17 23:00:00,2.00,19.60,0.0489,19.60, LT 12V 100AH mini,客服2 ,,2023-10-17 09:47:07,,USD436.00,
KD23102385184,3270,Curtis Thornberry,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:11:38,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:01,,USD218.00,
KD23102385183,3270,Sonora Sound Productions LLC,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-17 01:11:37,2023-10-16 23:00:00,2023-10-18 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-17 09:46:59,,USD436.00,
KD23102385182,3270,Michael Murphy,L12V10A-BCHA-A X 1; 1.600KGS 0.002574CBM,2023-10-17 01:11:36,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,1.60,0.0026,1.60, LT 14.6V10A,客服2 ,,2023-10-17 09:47:00,,USD31.00,
KD23102385181,3270,Michael Murphy,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-17 01:11:35,2023-10-16 23:00:00,2023-10-18 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-17 09:47:09,,USD436.00,
KD23102385180,3270,Michael Ryan,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-17 01:11:34,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-17 09:47:11,,USD218.00,
KD23102385179,3270,Gregg Heidy,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-17 01:11:33,2023-10-16 23:00:00,2023-10-19 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-17 09:47:09,,USD436.00,
KD23102385178,3270,Bruce Clarke,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:11:31,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:07,,USD218.00,
KD23102385177,3270,Clifford Brown,L12V200-200-PLUS-8-A160 X 1; 22.040KGS 0.052186CBM,2023-10-17 01:11:13,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,22.04,0.0522,22.04, LT 12V 200AH Plus,客服2 ,,2023-10-17 09:47:11,,USD402.00,
KD23102385176,3270,Bill Van Horne,L12V200-200-PLUS-8-A160 X 4; 88.160KGS 0.208744CBM,2023-10-17 01:11:08,2023-10-16 23:00:00,2023-10-19 23:00:00,4.00,88.16,0.2087,88.16, LT 12V 200AH Plus,客服2 ,,2023-10-17 09:47:07,,USD1608.00,
KD23102385175,3270,Isabella Prezotto (USABOX),L12V100-100-MINI-16-A60 X 2; 19.600KGS 0.048924CBM,2023-10-17 01:11:07,2023-10-16 23:00:00,2023-10-19 23:00:00,2.00,19.60,0.0489,19.60, LT 12V 100AH mini,客服2 ,,2023-10-17 09:47:08,,USD436.00,
KD23102385174,3270,Lane Walker,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-17 01:11:05,2023-10-16 23:00:00,2023-10-17 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-17 09:47:03,,USD218.00,
KD23102385172,3270,ENVIRONMENTAL LEARNING CENTER,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-17 01:11:03,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-17 09:47:06,,USD218.00,
KD23102385173,3270,Berkeley County Council IT DepartmentPO1016231IT,L12V100-100-HEAT-4-A100 X 1; 11.680KGS 0.029869CBM,2023-10-17 01:11:03,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,11.68,0.0299,11.68, LT 12V 100AH 加热款,客服2 ,,2023-10-17 09:47:10,,USD218.00,
KD23102385171,3270,Jared Babineaux,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:11:02,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:14,,USD218.00,
KD23102385170,3270,NORMAND BOURRET,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:11:01,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:17,,USD218.00,
KD23102385168,3270,Rapidus/Maritimo/AJML,L51.2V100-100-BASIC-16-A250 X 1; 37.460KGS 0.058905CBM,2023-10-17 01:11:00,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,37.46,0.0589,37.46, LT 51.2V100AH,客服2 ,,2023-10-17 09:47:18,,USD756.00,
KD23102385169,3270,Melissa McGuire,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-17 01:11:00,2023-10-16 23:00:00,2023-10-19 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-17 09:47:18,,USD436.00,
KD23102385167,3270,DRIVEWAY T,L12V100-100-MINI-16-A60 X 2; 19.600KGS 0.048924CBM,2023-10-17 01:10:58,2023-10-16 23:00:00,2023-10-18 23:00:00,2.00,19.60,0.0489,19.60, LT 12V 100AH mini,客服2 ,,2023-10-17 09:47:14,,USD436.00,
KD23102385166,3270,Edward Brenton,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-17 01:10:57,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-17 09:47:14,,USD218.00,
KD23102385164,3270,Chesak Seed House,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:10:55,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:17,,USD218.00,
KD23102385165,3270,Joseph palmer,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-17 01:10:55,2023-10-16 23:00:00,2023-10-19 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-17 09:47:16,,USD436.00,
KD23102385163,3270,BRADFORD J WILSON,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:10:54,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:14,,USD218.00,
KD23102385162,3270,Terry Ford,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-17 01:10:53,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-17 09:47:12,,USD218.00,
KD23102385161,3270,Vintage Trailer Works Inc,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:10:52,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:11,,USD218.00,
KD23102385159,3270,FRONT PORCH LEFT,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:10:50,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:09,,USD218.00,
KD23102385158,3270,Jeffrey Hardy,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:10:49,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:11,,USD218.00,
KD23102385157,3270,Steven Suazo,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-17 01:10:47,2023-10-16 23:00:00,2023-10-19 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-17 09:47:09,,USD436.00,
KD23102385156,3270,Josh Lyttle,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:10:46,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:19,,USD218.00,
KD23102385154,3270,Morgan Goodman,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:10:45,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:20,,USD218.00,
KD23102385155,3270,rita,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:10:45,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:19,,USD218.00,
KD23102385153,3270,Toni Freeland,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:10:44,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:20,,USD218.00,
KD23102385152,3270,Spencer Jones,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:10:43,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:17,,USD218.00,
KD23102385151,3270,Gary Russell,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:10:42,2023-10-16 23:00:00,2023-10-19 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 09:47:17,,USD218.00,
KD23102385150,8828 Houston,Campos Engineering Inc.,L12V100-100-TM-4-A100 X 1; 11.000KGS 0.029869CBM,2023-10-17 01:09:53,2023-10-16 23:00:00,2023-10-18 23:00:00,1.00,11.00,0.0299,11.00, LT 12V 100AH TM,客服2 ,,2023-10-17 08:04:33,,USD218.00,
KD23102385149,8828 Houston,John Burcham,L12V100-100-MINI-16-A60 X 2; 19.600KGS 0.048924CBM,2023-10-17 01:09:51,2023-10-16 23:00:00,2023-10-18 23:00:00,2.00,19.60,0.0489,19.60, LT 12V 100AH mini,客服2 ,,2023-10-17 07:45:29,,USD436.00,
KD23102385148,8828 Houston,Don Solomon,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-17 01:09:26,2023-10-16 23:00:00,2023-10-17 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-17 07:09:05,,USD218.00,
KD23102385147,8828 Houston,Daniel Stevens,L12V100-100-MINI-16-A60 X 3; 29.400KGS 0.073386CBM,2023-10-17 01:09:25,2023-10-16 23:00:00,2023-10-18 23:00:00,3.00,29.40,0.0734,29.40, LT 12V 100AH mini,客服2 ,,2023-10-17 07:45:29,,USD654.00,
KD23102385146,8828 Houston,Harvey Lewis,L12V100-100-BASIC-4-A100 X 1; L12V10A-BCHA-A X 1; 12.400KGS 0.032443CBM,2023-10-17 01:09:23,2023-10-16 23:00:00,2023-10-18 23:00:00,2.00,12.40,0.0324,12.40, LT 12V100AH LT 14.6V10A,客服2 ,,2023-10-17 07:09:03,,USD249.00,
KD23102385145,8828 Houston,Lynn Brucker,L12V100-100-TM-4-A100 X 2; 22.000KGS 0.059738CBM,2023-10-17 01:09:22,2023-10-16 23:00:00,2023-10-20 23:00:00,2.00,22.00,0.0597,22.00, LT 12V 100AH TM,客服2 ,,2023-10-17 08:04:30,,USD436.00,
KD23102385144,8828 Houston,Mike Randash,L12V100-100-TM-4-A100 X 2; 22.000KGS 0.059738CBM,2023-10-17 01:09:21,2023-10-16 23:00:00,2023-10-19 23:00:00,2.00,22.00,0.0597,22.00, LT 12V 100AH TM,客服2 ,,2023-10-17 08:04:28,,USD436.00,
